Title,Alternative Title,Description,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Information,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Status,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Suppressed,Child Record
"Railroad, canal, iron and coal map of Pennsylvania, &c. : showing the relative position of the various anthracite and bituminous coal fields, the railroads, canals and navigable waters by which they are connected forming their respective avenues to market, also the furnaces, rolling mills, bloomeries and forges of Pennsylvania and adjoining states : for the Auditor Genls. report on the rail r. & canals of Penna. for 1868","Railroad, canal, iron and coal map of Pennsylvania, &c. : showing the relative position of the various anthracite and bituminous coal fields, the railroads, canals and navigable waters by which they are connected forming their respective avenues to market, also the furnaces, rolling mills, bloomeries and forges of Pennsylvania and adjoining states : for the Auditor Genls. report on the rail r. & canals of Penna. for 1868",,eng,,"Jacob Haehnlen [lithographer (Philadelphia, [Pennsylvania)",,Railroads|Canals|Iron Industry and Trade|Coal,1869,,1869-1869,Pennsylvania,,https://umedia.lib.umn.edu/item/p16022coll230:4059,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4059,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4059/manifest.json,UMN_ALMA:9978376329901701,p16022coll230:4059,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Steam railroad map of Pennsylvania,Steam railroad map of Pennsylvania,,eng,,"The Commission (Harrisburg, Pa)",,Railroads,1929,,1929-1929,Pennsylvania,,https://umedia.lib.umn.edu/item/p16022coll230:4053,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4053,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4053/manifest.json,UMN_ALMA:9920620950001701,p16022coll230:4053,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Peru,Peru,,eng,,Mathew Carey (Philadelphia),,,1814,,1814-1814,Peru,,https://umedia.lib.umn.edu/item/p16022coll230:4237,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4237,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4237/manifest.json,UMN_ALMA:9978276496301701,p16022coll230:4237,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Peru and Bolivia,Peru and Bolivia,,eng,,S. Augustus Mitchell (Philadelphia),,,1850,,1850-1850,Peru|Bolivia,,https://umedia.lib.umn.edu/item/p16022coll230:4225,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4225,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4225/manifest.json,UMN_ALMA:9975612408501701,p16022coll230:4225,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Triangle District,Triangle District,,eng,,"Dept. of City Planning (Pittsburgh,  Pa)",,Central Business Districts,1927,,1927-1927,"Pittsburgh, Pennsylvania|Pennsylvania",,https://umedia.lib.umn.edu/item/p16022coll205:1111,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/1111,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/1111/manifest.json,UMN_ALMA:9961278970001701,p16022coll205:1111,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Maine, Portland and vicinity","Maine, Portland and vicinity",,eng,,"The Survey (Washington, D.C)",,,1916,,1916-1916,"Portland, Maine|Maine",,https://umedia.lib.umn.edu/item/p16022coll205:1137,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/1137,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/1137/manifest.json,UMN_ALMA:9973984907701701,p16022coll205:1137,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Pittmon's authentic map of Portland,Pittmon's authentic map of Portland,,eng,,"Armena Portland (Portland, Or), 1925",,Bus Lines|Electric Railroads|Cars|Roads,1925,,1925-1925,"Portland, Oregon|Oregon",,https://umedia.lib.umn.edu/item/p16022coll205:1134,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll205/id/1134,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll205/1134/manifest.json,UMN_ALMA:9924009100001701,p16022coll205:1134,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Prince Edward Island, Nova Scotia, and New Brunswick","Prince Edward Island, Nova Scotia, and New Brunswick",,eng,,Dept. of the Interior (Ottawä),,,1927,,1927-1927,Prince Edward Island|Nova Scotia|New Brunswick,,https://umedia.lib.umn.edu/item/p16022coll230:4113,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4113,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4113/manifest.json,UMN_ALMA:9951636770001701,p16022coll230:4113,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Quebec, La Tuque sheet : portions of Champlain, Quebec, Portneuf, St. Maurice, Maskinongé, Berthier, and Joliette counties","Quebec, La Tuque sheet : portions of Champlain, Quebec, Portneuf, St. Maurice, Maskinongé, Berthier, and Joliette counties",,eng,,"Department of the Interior (Ottawa, Ont)",,,1928,,1928-1928,Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4093,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4093,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4093/manifest.json,UMN_ALMA:9976772809501701,p16022coll230:4093,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Quebec, Montreal sheet : portions of Champlain, Portneuf, Quebec, Montmorency, Charlevoix, Bellechasse, Dorchester, Lévis, Lotbinière and Nicolet counties","Quebec, Montreal sheet : portions of Champlain, Portneuf, Quebec, Montmorency, Charlevoix, Bellechasse, Dorchester, Lévis, Lotbinière and Nicolet counties",,eng,,"Department of the Interior (Ottawa, Ont)",,,1929,,1929-1929,Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4073,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4073,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4073/manifest.json,UMN_ALMA:9976760695501701,p16022coll230:4073,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte de la région du Lac St.-Jean, province du Québec : préparée au Département de la Colonisation et des Travaux-Publics, d'après les plans du service au arpentages","Carte de la région du Lac St.-Jean, province du Québec : préparée au Département de la Colonisation et des Travaux-Publics, d'après les plans du service au arpentages",,fre,,Département de la Colonisation et des Travaux-Publics (Québec),,,1901,,1901-1901,Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4000,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4000,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4000/manifest.json,UMN_ALMA:9976878105701701,p16022coll230:4000,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte régionale de la province de Québec, Comté de Bonaventure","Carte régionale de la province de Québec, Comté de Bonaventure",,fre,,"Canada Engraving & Lithograph Company, Ltd (Montréal)",,Real Property,1904,,1904-1904,Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4006,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4006,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4006/manifest.json,UMN_ALMA:9976878105801701,p16022coll230:4006,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"Carte régionale no. 2 de la province de Québec : comprenant des comtés de St. Maurice, Maskinonge, Berthier, Joliette ... Argenteuil et Ottawa","Carte régionale no. 2 de la province de Québec : comprenant des comtés de St. Maurice, Maskinonge, Berthier, Joliette ... Argenteuil et Ottawa",,fre,,Dept. of Lands and Forests (Québec),,Real Property,1911,,1911-1911,Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4003,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4003,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4003/manifest.json,UMN_ALMA:9976751707801701,p16022coll230:4003,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
"A new map of the Province of Quebec, according to the Royal Proclamation, of the 7th of October 1763 : from the French surveys connected with those made after the war","A new map of the Province of Quebec, according to the Royal Proclamation, of the 7th of October 1763 : from the French surveys connected with those made after the war",,eng,,printed for Robt. Sayer and John Bennett (London),,,1776,,1776-1776,Quebec,,https://umedia.lib.umn.edu/item/p16022coll230:4080,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll230/id/4080,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll230/4080/manifest.json,UMN_ALMA:9931495900001701,p16022coll230:4080,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
Rawalpindi guide map,Rawalpindi guide map,,eng,,Survey of India (Calcutta),,,1929,,1929-1929,"Rawalpindi, India|India",,https://umedia.lib.umn.edu/item/p16022coll246:439,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll246/id/439,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll246/439/manifest.json,UMN_ALMA:9960095300001701,p16022coll246:439,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,Active,Blacklight,9/26/22,"Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",Maps,JPEG,FALSE,FALSE
